Date,Time,EV Charging Demand (kW),Solar Energy Production (kW),Wind Energy Production (kW),Electricity Price ($/kWh),Grid Availability,Weather Conditions,Battery Storage (kWh),Charging Station Capacity (kW),EV Charging Efficiency (%),Number of EVs Charging,Peak Demand (kW),Renewable Energy Usage (%),Grid Stability Index,Carbon Emissions (kgCO2/kWh),Power Outages (hours),Energy Savings ($),Total Renewable Energy Production (kW),Effective Charging Capacity (kW),Adjusted Charging Demand (kW),Net Energy Cost ($),Carbon Footprint Reduction (kgCO2),Renewable Energy Efficiency
1/1/2021,23:00:00,0.109908553,0.131166038,0.109974087,0.12721076,Available,Clear,28.90257781,43.01166903,86.5586658,1,0.364335391,77.26460863,0.503449695,0.280112236,0.636198943,0.024910849,0.241140125,37.23032686,0.084920413,0.013981551,0.006999484,0.006476981
1/2/2021,0:00:00,0.136820995,0.282354123,0.020791994,0.086920453,Available,Clear,14.23171592,29.32549119,96.24469317,1,0.867257131,52.28898667,1.155963755,0.29144481,0.953393766,4.876805556,0.303146117,28.22422902,0.071542312,0.011892543,0.019025133,0.010740634
1/2/2021,1:00:00,0.235552788,0.117735507,0.09739717,0.133237688,Unavailable,Rainy,23.97951353,12.84451163,98.19872057,9,0.131327525,62.42338451,0.941254632,0.415834707,0.620651439,2.898144375,0.215132677,12.61314608,0.147040023,0.031384509,0.03680668,0.017056227
1/2/2021,2:00:00,0.059902135,0.285532398,0.086073724,0.180657664,Available,Cloudy,45.75563701,41.25855322,99.66771186,8,0.09014398,69.92828397,0.762025367,0.23040336,0.006532308,3.55216481,0.371606122,41.12145595,0.041888535,0.01082178,0.004150394,0.009036794
1/2/2021,3:00:00,0.154270332,0.277721696,0.22980036,0.054636753,Available,Rainy,3.758407759,43.12856746,91.07270724,1,0.328831685,62.59515536,1.29758285,0.195861363,0.302376798,0.1320415,0.507522057,39.27835398,0.096565754,0.00842883,0.011302097,0.012921164
1/2/2021,4:00:00,0.177724371,0.198158067,0.037983427,0.186686426,Available,Clear,39.9898749,15.88408221,91.11416906,3,0.097062346,76.61935935,1.002420512,0.309185146,1.186654651,2.907217762,0.236141494,14.47264952,0.136171274,0.033178728,0.0128476,0.016316397
1/2/2021,5:00:00,0.013935124,0.002648115,0.166732597,0.083982111,Available,Sunny,10.76629492,48.45488084,96.61791378,1,0.389020686,46.72698534,1.218808473,0.212083488,0.304184292,4.579521122,0.169380711,46.81609499,0.006511463,0.001170301,0.001574436,0.003618002
1/2/2021,6:00:00,0.182263456,0.120100405,0.238175756,0.096575633,Available,Sunny,28.99839274,16.24236292,93.34579417,4,0.726888022,39.96025874,0.543242121,0.312337101,0.91372017,2.983477611,0.358276161,15.16156266,0.072832948,0.017602209,0.034179207,0.023630556
1/2/2021,7:00:00,0.051157237,0.273370539,0.22186143,0.104608064,Available,Clear,16.92218212,5.657097429,86.53226555,1,0.382634267,25.57488928,0.958849436,0.354635996,1.555464893,0.788122311,0.495231969,4.89521457,0.013083407,0.00535146,0.013502351,0.10116655
1/2/2021,8:00:00,0.019515478,0.265533087,0.280771536,0.187064205,Available,Sunny,9.187603843,44.66931825,93.30001627,8,0.350917274,0.658561999,0.560009614,0.452929576,1.62915814,2.501193292,0.546304622,41.6764812,0.000128522,0.003650647,0.008780926,0.013108223
1/2/2021,9:00:00,0.284665661,0.05621634,0.000188925,0.076399541,Available,Rainy,46.22650709,20.95422226,98.16005894,8,0.528894147,78.12639499,1.102900909,0.301185833,0.095787019,2.355504138,0.056405265,20.56867692,0.222399019,0.021748326,0.018753831,0.002742289
1/2/2021,10:00:00,0.28968961,0.119754749,0.10614046,0.083451707,Available,Sunny,45.0159994,48.28223008,99.55428383,6,0.828342842,36.18516807,0.819928222,0.350993269,0.358053941,2.525977708,0.225895209,48.06702837,0.104824672,0.024175092,0.064886349,0.004699588
1/2/2021,11:00:00,0.242519204,0.250652978,0.110875065,0.159665395,Available,Cloudy,11.15287353,25.65654899,97.73585725,5,0.972847338,8.597217669,1.482371278,0.2558729,1.903626308,0.000155735,0.361528043,25.07564809,0.020849904,0.038721925,0.056719167,0.014417495
1/2/2021,12:00:00,0.091384131,0.173363356,0.009992523,0.190203194,Available,Clear,33.20315529,9.647713686,85.41398243,1,0.030259709,44.50077326,0.829118221,0.437804667,0.447871921,0.477289571,0.183355879,8.240496473,0.040666645,0.017381554,0.022204352,0.022250586
1/2/2021,13:00:00,0.029301634,0.25418977,0.245179982,0.065710216,Available,Partly Cloudy,14.81311529,8.740122331,99.98705587,3,0.346512757,90.42924221,1.142508886,0.395380517,1.102226819,3.232420917,0.499369752,8.738990998,0.026497246,0.001925417,0.001108801,0.057142724
1/2/2021,14:00:00,0.205269908,0.247970215,0.206667202,0.12833731,Available,Cloudy,13.26882897,20.58992722,91.20361549,7,0.167365126,41.77527039,0.715771199,0.33015874,1.029077125,4.855632541,0.454637417,18.77875805,0.085752059,0.026343788,0.039459862,0.024210196
1/2/2021,15:00:00,0.132045748,0.272244602,0.158424717,0.187169107,Available,Sunny,46.77884916,25.70584546,99.05733657,8,0.300610867,85.76688834,1.385850044,0.440367631,1.706826957,3.739209284,0.430669319,25.46352585,0.113251529,0.024714885,0.008276366,0.016913185
1/2/2021,16:00:00,0.03661147,0.035166176,0.121505681,0.182913444,Available,Clear,33.58428321,17.42201791,96.17478395,6,0.757191435,18.14577328,0.838634669,0.305355946,1.123794307,0.421812402,0.156671858,16.75558808,0.006643434,0.00669673,0.009150918,0.009350424
1/2/2021,17:00:00,0.148553073,0.043564542,0.268624708,0.192268699,Available,Partly Cloudy,36.51684275,43.74516938,81.03872439,5,0.977610113,98.01708636,1.162407303,0.232324686,1.435043335,0.129103438,0.31218925,35.45052725,0.145607394,0.028562106,0.000684354,0.008806336
1/2/2021,18:00:00,0.010316556,0.024842709,0.079339567,0.185315739,Available,Cloudy,11.7068954,10.61319091,93.31665601,9,0.399860944,49.67626377,0.614664011,0.139945097,0.448790693,4.372607749,0.104182275,9.90387485,0.00512488,0.00191182,0.00072655,0.010519345
1/2/2021,19:00:00,0.272796121,0.280580652,0.100362447,0.097205458,Available,Sunny,37.88748987,30.34779339,87.67503391,5,0.046466342,26.00115417,0.601761881,0.145517515,0.252913854,0.051619844,0.3809431,26.60743815,0.07093014,0.026517272,0.029375036,0.014317166
1/2/2021,20:00:00,0.077633994,0.142548715,0.285789436,0.081201682,Available,Sunny,37.54511008,34.73573606,92.60701571,6,0.751541272,86.67014663,0.926449441,0.306169568,1.364963339,2.560991374,0.428338151,32.16772855,0.067285497,0.006304011,0.003168395,0.013315772
1/2/2021,21:00:00,0.198756685,0.019297585,0.019387507,0.185221199,Available,Clear,26.70289682,29.10271577,86.73070216,3,0.767222353,99.36872849,1.400894505,0.115480204,0.294696328,3.649763355,0.038685092,25.24098974,0.197501991,0.036813952,0.000144892,0.00153263
1/2/2021,22:00:00,0.093513323,0.096458971,0.234183689,0.156793194,Available,Sunny,37.60239048,33.95703487,95.82705288,2,0.912935548,26.69874309,0.761292896,0.155054128,1.320816769,4.633144914,0.33064266,32.54002576,0.024966882,0.014662253,0.010628409,0.010161106
1/2/2021,23:00:00,0.156020406,0.105423792,0.215417921,0.10677835,Available,Clear,47.17324883,11.18320114,83.49630882,5,0.014443108,26.81669838,0.60702806,0.232006022,0.663037054,4.436882757,0.320841714,9.33756016,0.041839522,0.016659601,0.026490653,0.034360337
1/3/2021,0:00:00,0.164013084,0.242867947,0.270566528,0.156940313,Available,Partly Cloudy,15.73845987,38.97736213,83.47254873,3,0.891343883,96.6825195,0.975881567,0.212160488,1.772857954,1.570065428,0.513434475,32.5353976,0.158571982,0.025740265,0.001154387,0.015780796
1/3/2021,1:00:00,0.055456337,0.220643068,0.027168998,0.09607873,Available,Rainy,25.4604326,38.62580873,87.84567277,5,0.488285285,70.12329256,0.500936442,0.142490456,1.481645958,3.88463948,0.247812066,33.93110154,0.038887809,0.005328174,0.002360857,0.00730339
1/3/2021,2:00:00,0.290875388,0.206816115,0.29113319,0.137201636,Available,Clear,25.43676015,39.07997168,95.10116621,6,0.549784395,53.33428117,1.004523048,0.136019273,1.569376631,1.349005532,0.497949305,37.16550883,0.155136297,0.039908579,0.018463132,0.013398157
1/3/2021,3:00:00,0.232539847,0.006559066,0.00865138,0.085000048,Available,Cloudy,6.813991395,18.80187689,93.59814981,7,0.063571054,39.51641007,0.972866116,0.276153283,1.691521989,3.908416681,0.015210446,17.5982089,0.0918914,0.019765898,0.03884053,0.000864318
1/3/2021,4:00:00,0.281849682,0.273208739,0.101311033,0.134261242,Available,Rainy,6.112057307,48.00057256,92.33265038,1,0.281006435,23.52668932,0.909308149,0.499260536,0.739122443,1.27182043,0.374519771,44.32020085,0.066309899,0.037841489,0.107610508,0.008450318
1/3/2021,5:00:00,0.268448205,0.06466658,0.025447954,0.188474181,Available,Rainy,29.92496125,18.72654288,94.16306816,1,0.481659881,80.23017322,0.843149282,0.176663354,0.850966221,2.720347515,0.090114534,17.63348734,0.21537646,0.050595556,0.009375832,0.00511042
1/3/2021,6:00:00,0.179369994,0.188718421,0.015352858,0.165715904,Available,Cloudy,48.12301661,14.56529432,83.45971559,2,0.976130822,56.69068526,1.219058658,0.287012993,1.867117246,4.375705282,0.20407128,12.15615321,0.101686079,0.029724461,0.022296293,0.016787488
1/3/2021,7:00:00,0.276562271,0.018545713,0.289416322,0.148409794,Unavailable,Rainy,39.43321294,34.57599011,99.05499871,4,0.56557411,13.98897033,0.883874056,0.167923682,1.468267947,1.459663885,0.307962035,34.24924656,0.038688214,0.041044549,0.039944687,0.00899179
1/3/2021,8:00:00,0.026547751,0.024457828,0.215900475,0.08690201,Available,Rainy,39.71071076,9.05004422,87.72182153,3,0.986962786,53.04581106,0.565938578,0.272228906,0.485995685,4.37880333,0.240358303,7.938863639,0.01408247,0.002307053,0.00339341,0.03027616
1/3/2021,9:00:00,0.058794859,0.002873189,0.151706954,0.059505237,Available,Cloudy,30.01948978,47.57159805,91.61478851,7,0.892178759,32.52491972,1.310711806,0.110645883,0.450212222,3.440936039,0.154580143,43.58261894,0.019122981,0.003498602,0.00438953,0.00354683
1/3/2021,10:00:00,0.013568187,0.169778293,0.032456723,0.156585466,Unavailable,Cloudy,6.716880236,49.94423443,93.53886955,8,0.933389085,85.78505896,0.620263631,0.468187058,0.727904777,2.864617868,0.202235016,46.71727229,0.011639477,0.002124581,0.000902997,0.004328913
1/3/2021,11:00:00,0.097599099,0.188813901,0.157807025,0.136414652,Available,Clear,11.47303605,48.82219501,82.84988966,4,0.582135632,55.03100629,1.284302491,0.289125227,1.942725338,1.048395241,0.346620926,40.4491347,0.053709766,0.013313947,0.012689513,0.008569304
1/3/2021,12:00:00,0.116603187,0.015138691,0.096015665,0.081890678,Available,Clear,22.75502707,43.68555888,97.2930944,8,0.477918886,48.92292474,0.557284934,0.423534246,0.972521798,0.039542128,0.111154356,42.50303204,0.057045689,0.009548714,0.02522464,0.00261521
1/3/2021,13:00:00,0.08140471,0.087145465,0.081476183,0.190214088,Available,Clear,9.303991446,14.64873624,83.48143226,4,0.918564349,66.75598099,0.870656702,0.489744742,1.237144709,3.925739506,0.168621649,12.22897482,0.054342512,0.015484323,0.013253569,0.013788699
1/3/2021,14:00:00,0.248621253,0.255436324,0.185431064,0.132802883,Available,Rainy,28.984825,49.89951015,82.18884366,6,0.506254272,89.37803956,0.813677784,0.476947237,0.32943856,3.291297363,0.440867388,41.01183039,0.222212802,0.033017619,0.012595438,0.010749761
1/3/2021,15:00:00,0.107025998,0.03039251,0.237277566,0.135778806,Available,Clear,10.09537353,10.81293197,80.82592131,9,0.026293123,78.01810477,0.79521426,0.412919577,0.688598067,1.564538317,0.267670076,8.739651883,0.083499655,0.014531862,0.009714488,0.030627087
1/3/2021,16:00:00,0.084280353,0.064964149,0.132977645,0.094814077,Available,Rainy,29.36036654,11.33910729,91.69545772,8,0.924279414,19.06018121,1.001183023,0.374661355,1.288829989,0.557558605,0.197941795,10.39744633,0.016063988,0.007990964,0.025558036,0.019037539
1/3/2021,17:00:00,0.162808825,0.127317363,0.147989566,0.181907718,Available,Rainy,29.60651403,29.67012261,91.91271848,5,0.120528249,46.7655745,1.250824613,0.499224943,0.193034465,1.958602994,0.275306929,27.27061627,0.076138482,0.029616182,0.043267997,0.010095369
1/3/2021,18:00:00,0.042277267,0.252682231,0.195428632,0.183708635,Available,Rainy,2.784051055,45.12921431,84.16843975,1,0.95528358,36.49289873,0.96232894,0.216301156,0.039908742,4.245791859,0.448110862,37.98455555,0.0154282,0.007766699,0.005807484,0.011797186
1/3/2021,19:00:00,0.240659094,0.076454716,0.037391413,0.157272027,Available,Cloudy,47.365364,27.15194609,88.58809081,4,0.107373436,95.64910502,1.107182713,0.105242949,0.635783733,3.440944486,0.113846129,24.05339066,0.23018827,0.037848944,0.00110198,0.004733059
1/3/2021,20:00:00,0.022365193,0.299141105,0.248582011,0.064891226,Available,Partly Cloudy,49.58930897,31.32568408,84.35638006,1,0.297992254,40.36707765,0.916201838,0.37949435,0.665868325,3.629060056,0.547723115,26.42521312,0.009028175,0.001451305,0.005061323,0.020727292
1/3/2021,21:00:00,0.296066081,0.106578544,0.251081597,0.062657852,Available,Partly Cloudy,2.66215921,32.93467194,80.22426389,7,0.398998966,50.12887228,0.756631682,0.179404212,1.036393171,0.362597351,0.357660141,26.42159813,0.148414588,0.018550865,0.0264893,0.013536658
1/3/2021,22:00:00,0.231673431,0.115934598,0.162313984,0.120407005,Available,Sunny,32.16886663,46.88341666,90.73695158,3,0.003407148,58.07596603,1.25784876,0.344663988,1.219017054,3.957065705,0.278248582,42.54058308,0.134546583,0.027895104,0.033476127,0.00654078
1/3/2021,23:00:00,0.059614704,0.036631861,0.056268025,0.071316355,Available,Rainy,3.660050685,25.55871853,94.76929524,7,0.406116756,25.62042988,0.551394892,0.359571705,1.272801268,0.71546407,0.092899887,24.22181742,0.015273544,0.004251503,0.015943827,0.003835381
1/4/2021,0:00:00,0.001656635,0.20405937,0.150229072,0.099787969,Available,Rainy,16.75258302,28.73315547,85.46388456,7,0.785663951,50.07255518,0.858989809,0.340084831,1.41311519,0.371755342,0.354288442,24.55647082,0.00082952,0.000165312,0.000281289,0.014427498
1/4/2021,1:00:00,0.244638429,0.073039555,0.031781785,0.075701538,Available,Clear,43.59263442,39.82841434,92.08636666,6,0.709368544,12.42482703,1.292329573,0.241450097,1.592281265,4.234927661,0.104821339,36.67653966,0.030395902,0.018519505,0.051728879,0.002857994
1/4/2021,2:00:00,0.212057203,0.188660279,0.228986849,0.096517304,Available,Rainy,41.77366034,9.421775676,94.64552114,5,0.608150245,39.58177232,1.215128999,0.48154845,0.460719352,0.627936137,0.417647128,8.917288689,0.083935999,0.020467189,0.061696567,0.046835663
1/4/2021,3:00:00,0.21870215,0.066947319,0.093346168,0.191436932,Available,Clear,13.5876777,32.3747912,83.8796358,9,0.020558592,99.45553345,1.026450859,0.363362089,0.898262699,3.535403975,0.160293486,27.15585695,0.21751139,0.041867669,0.000432677,0.005902722
1/4/2021,4:00:00,0.231381104,0.11636168,0.093328396,0.163004648,Available,Clear,32.50860148,10.1271698,96.59527061,9,0.797702477,56.77143564,0.868579946,0.376651264,0.999275718,1.719819516,0.209690076,9.782367078,0.131358375,0.037716195,0.037673687,0.021435515
1/4/2021,5:00:00,0.022213396,0.257001628,0.283514644,0.07074585,Available,Partly Cloudy,1.945100555,12.75740592,81.41316328,5,0.236752927,63.56181871,1.067096349,0.30894635,0.419476384,4.536534464,0.540516271,10.38620771,0.014119238,0.001571506,0.00250066,0.052041735
1/4/2021,6:00:00,0.107539719,0.221671773,0.126557583,0.15033732,Available,Rainy,41.26143603,23.96086168,88.52809131,8,0.403846397,58.77708908,1.083603524,0.448652962,0.292742125,3.960108426,0.348229356,21.2120935,0.063208716,0.016167233,0.019889236,0.016416548
1/4/2021,7:00:00,0.034760718,0.04637727,0.236872589,0.054575995,Available,Clear,13.44275732,44.4204346,83.06021146,3,0.168176321,4.374841629,0.916858705,0.264070664,1.242984035,4.610290388,0.283249859,36.89570691,0.001520726,0.001897101,0.008777707,0.007677041
1/4/2021,8:00:00,0.258931028,0.18231245,0.191148805,0.197543741,Available,Rainy,43.15411848,19.08122499,83.83493756,4,0.726849037,81.37790277,0.738533254,0.490209467,1.949503903,2.100661045,0.373461255,15.99673306,0.21071264,0.051150204,0.02363711,0.023346095
1/4/2021,9:00:00,0.186989438,0.188592196,0.094852711,0.129754257,Available,Clear,27.95574398,15.29202338,83.55158283,4,0.467163404,24.73710889,0.754924358,0.428878335,0.929093043,3.481314288,0.283444907,12.77672758,0.046255781,0.024262676,0.060357617,0.022184468
1/4/2021,10:00:00,0.099269407,0.027170542,0.037137228,0.125811996,Available,Cloudy,41.33370049,45.09991298,83.91983581,2,0.69382478,13.28689689,0.99904555,0.472939632,1.332721108,1.881852306,0.06430777,37.84777292,0.013189824,0.012489282,0.040710447,0.001699116
1/4/2021,11:00:00,0.019067505,0.139741696,0.239322692,0.086050267,Available,Sunny,42.40148625,14.78094308,97.24444896,8,0.745232958,98.96000934,0.599137269,0.44838142,0.98353773,0.174404451,0.379064388,14.37364665,0.018869205,0.001640764,8.89E-05,0.026372179
1/4/2021,12:00:00,0.093294697,0.078200519,0.228751104,0.118675024,Available,Partly Cloudy,35.87103102,6.922883127,97.5331422,4,0.982715658,73.62289797,1.071782114,0.250325952,1.085299279,0.523251006,0.306951623,6.752105444,0.068686259,0.01107175,0.00616013,0.045460135
1/4/2021,13:00:00,0.097554997,0.140139043,0.050749246,0.128936105,Available,Cloudy,25.48805883,15.26092787,80.59292381,3,0.222088854,90.82136798,0.565338352,0.427892414,0.756459577,3.828350346,0.190888289,12.29922797,0.088600782,0.012578361,0.00383144,0.015520347
1/4/2021,14:00:00,0.218881854,0.233121297,0.074734764,0.148729672,Available,Partly Cloudy,15.51637668,34.15729333,83.71040287,7,0.018748758,36.22240482,1.255509672,0.460336507,1.736632022,2.80882907,0.307856062,28.59320785,0.079284271,0.032554226,0.064261864,0.010766755
1/4/2021,15:00:00,0.191267241,0.047477868,0.229871191,0.056886775,Available,Partly Cloudy,1.342881102,21.66199238,98.28498558,4,0.563291585,45.26407221,0.655402674,0.317966459,1.888587094,2.746472775,0.277349059,21.29048608,0.086575342,0.010880576,0.033288512,0.013026901
1/4/2021,16:00:00,0.266163823,0.036991262,0.295089272,0.101326256,Available,Partly Cloudy,14.33073923,21.52819796,81.93258851,4,0.292395551,41.32037873,1.230298075,0.246039793,0.32045522,4.274916838,0.332080533,17.63860985,0.1099799,0.026969384,0.03842746,0.018826911
1/4/2021,17:00:00,0.141664478,0.080794949,0.253092386,0.108049567,Available,Partly Cloudy,43.87424726,33.76527461,93.9046862,1,0.710001114,53.60041826,0.593162385,0.315106473,0.517696353,2.256559731,0.333887335,31.70717517,0.075932752,0.015306785,0.020712492,0.01053034
1/4/2021,18:00:00,0.035878274,0.285682635,0.205245465,0.072372522,Available,Partly Cloudy,9.217651008,41.19770186,81.18039815,6,0.891685782,91.7024059,1.15790526,0.162034305,1.135852051,4.157018807,0.4909281,33.4444584,0.03290124,0.002596601,0.000482382,0.014678907
1/4/2021,19:00:00,0.213973436,0.224347263,0.274627782,0.085967871,Available,Cloudy,11.34230524,24.98316242,82.00051792,2,0.686931644,33.87301924,0.751243531,0.162539086,0.247395643,1.803930229,0.498975046,20.48632258,0.072479263,0.018394841,0.022998334,0.024356497
1/4/2021,20:00:00,0.228235515,0.005836759,0.085570701,0.085500887,Available,Partly Cloudy,32.75441166,6.812776624,91.13829253,6,0.969653476,96.43926934,1.051319987,0.233633907,1.592474621,3.261561956,0.091407459,6.209048289,0.220108663,0.019514339,0.001898708,0.014721654
1/4/2021,21:00:00,0.168383159,,0.00289566,0.17155635,Available,Clear,45.06142584,36.6562573,80.67292271,1,0.668713691,13.4313549,0.560736973,0.482508949,1.654104515,1.216998775,0.123197113,29.57167412,0.02261614,0.0288872,0.070333891,0.004166051
1/4/2021,22:00:00,0.231290154,0.077219394,0.096290422,0.153083375,Available,Cloudy,19.40186027,39.63736053,97.73509897,7,0.297608818,73.13941923,1.326297891,0.290352567,1.464549746,3.75406564,0.173509816,38.73961354,0.169164275,0.035406677,0.018038408,0.004478873
1/4/2021,23:00:00,0.148138679,0.191443371,0.291580296,0.188412299,Available,Partly Cloudy,27.73930314,8.993220518,87.06933001,6,0.295094637,91.94838224,0.703682595,0.1698751,0.207403776,1.782744016,0.483023666,7.830336852,0.136211119,0.027911149,0.002026195,0.061686192
1/5/2021,0:00:00,0.156819849,0.137787736,0.264591099,0.096484189,Available,Sunny,32.3929681,14.35683918,98.62390687,1,0.141882568,62.69873739,1.42078076,0.46176646,1.698747742,1.21725164,0.402378835,14.15927571,0.098324065,0.015130636,0.027011391,0.028418038
